"Name","Organization","Homepage","Logo","Twitter","Crunchbase URL","Market Cap","Ticker","Funding","CNCF Member","CNCF Relation","License","Headquarters","Latest Tweet Date","Description","Crunchbase Description","Crunchbase Homepage","Crunchbase City","Crunchbase Region","Crunchbase Country","Crunchbase Twitter","Crunchbase Linkedin","Crunchbase Ticker","Crunchbase Kind","Crunchbase Min Employees","Crunchbase Max Employees","Landscape","Category","OSS","Github Repo","Github Stars","Github Description","Github Latest Commit Date","Github Latest Commit Link","Github Release Date","Github Release Link","Github Start Commit Date","Github Start Commit Link","Github Contributors Count","Github Contributors Link"
"Amazon CloudWatch","Amazon Web Services","https://aws.amazon.com/cloudwatch/","http://localhost:3000/logos/amazon-cloud-watch.svg","https://twitter.com/awscloud","https://www.crunchbase.com/organization/amazon-web-services",724732411904,"AMZN",,true,"member","NotOpenSource","Seattle, Washington","2018-03-28T00:19:01.000Z","Amazon Web Services provides information technology infrastructure services to businesses in the form of web services.","Amazon Web Services provides information technology infrastructure services to businesses in the form of web services.","http://aws.amazon.com","Seattle","Washington","United States","http://twitter.com/awscloud","http://www.linkedin.com/company/2382910","AMZN","market_cap",10001,1000000,"Observability and Analysis / Monitoring","Observability and Analysis",false,,,,,"",,,,,,
"Amazon Elastic Container Registry (ECR)","Amazon Web Services","https://aws.amazon.com/ecr/","http://localhost:3000/logos/amazon-elastic-container-registry-ecr.svg","https://twitter.com/awscloud","https://www.crunchbase.com/organization/amazon-web-services",724732411904,"AMZN",,true,"member","NotOpenSource","Seattle, Washington","2018-03-28T00:19:01.000Z","Amazon Web Services provides information technology infrastructure services to businesses in the form of web services.","Amazon Web Services provides information technology infrastructure services to businesses in the form of web services.","http://aws.amazon.com","Seattle","Washington","United States","http://twitter.com/awscloud","http://www.linkedin.com/company/2382910","AMZN","market_cap",10001,1000000,"Provisioning / Container Registries","Provisioning",false,,,,,"",,,,,,
"Amazon Elastic Container Service (ECS)","Amazon Web Services","https://aws.amazon.com/ecs/","http://localhost:3000/logos/amazon-elastic-container-service-ecs.svg","https://twitter.com/awscloud","https://www.crunchbase.com/organization/amazon-web-services",724732411904,"AMZN",,true,"member","NotOpenSource","Seattle, Washington","2018-03-28T00:19:01.000Z","Amazon Web Services provides information technology infrastructure services to businesses in the form of web services.","Amazon Web Services provides information technology infrastructure services to businesses in the form of web services.","http://aws.amazon.com","Seattle","Washington","United States","http://twitter.com/awscloud","http://www.linkedin.com/company/2382910","AMZN","market_cap",10001,1000000,"Orchestration & Management / Scheduling & Orchestration","Orchestration & Management",false,,,,,"",,,,,,
"Amazon Elastic Container Service for Kubernetes (EKS)","Amazon Web Services","https://aws.amazon.com/eks/","http://localhost:3000/logos/amazon-elastic-container-service-for-kubernetes-eks.svg","http://twitter.com/awscloud","https://www.crunchbase.com/organization/amazon-web-services",724732411904,"AMZN",,true,"member","NotOpenSource","Seattle, Washington","2018-03-28T00:19:01.000Z","Amazon Elastic Container Service for Kubernetes (Amazon EKS) is a managed service that makes it easy for you to run Kubernetes on AWS without needing to install and operate your own Kubernetes clusters.","Amazon Web Services provides information technology infrastructure services to businesses in the form of web services.","http://aws.amazon.com","Seattle","Washington","United States","http://twitter.com/awscloud","http://www.linkedin.com/company/2382910","AMZN","market_cap",10001,1000000,"Platform / Non-Certified Kubernetes","Platform",false,,,,,"",,,,,,
"Amazon Kinesis","Amazon Web Services","https://aws.amazon.com/kinesis/","http://localhost:3000/logos/amazon-kinesis.svg","https://twitter.com/awscloud","https://www.crunchbase.com/organization/amazon-web-services",724732411904,"AMZN",,true,"member","NotOpenSource","Seattle, Washington","2018-03-28T00:19:01.000Z","Amazon Web Services provides information technology infrastructure services to businesses in the form of web services.","Amazon Web Services provides information technology infrastructure services to businesses in the form of web services.","http://aws.amazon.com","Seattle","Washington","United States","http://twitter.com/awscloud","http://www.linkedin.com/company/2382910","AMZN","market_cap",10001,1000000,"App Definition and Development / Streaming","App Definition and Development",false,,,,,"",,,,,,
"Amazon Web Services","Amazon Web Services","https://aws.amazon.com/","http://localhost:3000/logos/amazon-web-services.svg","https://twitter.com/awscloud","https://www.crunchbase.com/organization/amazon-web-services",724732411904,"AMZN",,true,"member","NotOpenSource","Seattle, Washington","2018-03-28T00:19:01.000Z","Amazon Web Services provides information technology infrastructure services to businesses in the form of web services.","Amazon Web Services provides information technology infrastructure services to businesses in the form of web services.","http://aws.amazon.com","Seattle","Washington","United States","http://twitter.com/awscloud","http://www.linkedin.com/company/2382910","AMZN","market_cap",10001,1000000,"Cloud / Public","Cloud",false,,,,,"",,,,,,
"Ambassador","Datawire","https://www.getambassador.io/","http://localhost:3000/logos/ambassador.svg","https://twitter.com/datawireio","https://www.crunchbase.com/organization/datawire",,,250000,true,"member","Apache-2.0","Cambridge, Massachusetts","2018-03-27T20:20:00.000Z","open source Kubernetes-native API gateway for microservices built on the Envoy Proxy","An early stage startup that's focused on making it easy for developers to build resilient microservices.","https://www.datawire.io/","Cambridge","Massachusetts","United States","https://www.twitter.com/datawireio","https://www.linkedin.com/company/9320816",,"funding",11,50,"Orchestration & Management / Service Management","Orchestration & Management",true,"https://github.com/datawire/ambassador",456,"open source Kubernetes-native API gateway for microservices built on the Envoy Proxy",,"https://github.com/datawire/ambassador/commit/09a7ad8f60719e65493af45e7f49524dddcc9a4c","2018-03-26T18:04:45Z","https://github.com/datawire/ambassador/releases","2017-03-30T19:54:17Z","/datawire/ambassador/commit/82ed5e4054a0eb3f4da76e45d89f020fbf1e4f14",17,"https://github.com/datawire/ambassador/graphs/contributors"
"Ansible","Red Hat","https://www.ansible.com/","http://localhost:3000/logos/ansible.svg","https://twitter.com/ansible","https://www.crunchbase.com/organization/red-hat",27332958208,"RHT",,true,"member","GPL-3.0","Raleigh, North Carolina","2018-03-27T20:55:47.000Z","Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy. Avoid writing scripts or custom code to deploy and update your applications— automate in a language that approaches plain English, using SSH, with no agents to install on remote systems.","Red Hat is a multinational software company engaged in providing open-source software products to the enterprise community.","http://www.redhat.com","Raleigh","North Carolina","United States","http://twitter.com/redhatnews","http://www.linkedin.com/company/red-hat","RHT","market_cap",5001,10000,"Provisioning / Host Management/Tooling","Provisioning",true,"https://github.com/ansible/ansible",29218,"Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy. Avoid writing scripts or custom code to deploy and update your applications— automate in a language that approaches plain English, using SSH, with no agents to install on remote systems.",,"https://github.com/ansible/ansible/commit/9350b5ec22ce12605388976a74b23202d00133ba","2018-03-23T01:01:47Z","https://github.com/ansible/ansible/releases","2012-02-23T19:17:24Z","/ansible/ansible/commit/f31421576b00f0b167cdbe61217c31c21a41ac02",3350,"https://github.com/ansible/ansible/graphs/contributors"
"Aporeto","Aporeto","https://www.aporeto.com/","http://localhost:3000/logos/aporeto.svg","https://twitter.com/aporeto","https://www.crunchbase.com/organization/aporeto",,,14500000,true,"member","NotOpenSource","San Jose, California","2018-03-27T22:00:18.000Z","Cloud Native Security for Containers and Microservices","Cloud Native Security for Containers and Microservices","https://aporeto.com","San Jose","California","United States","https://www.twitter.com/aporeto",,,"funding",1,10,"Runtime / Cloud-Native Network","Runtime",false,,,,,"",,,,,,
"Apprenda Kismatic Enterprise Toolkit (KET)","Apprenda","https://apprenda.com/kismatic/","http://localhost:3000/logos/apprenda-kismatic-enterprise-toolkit-ket.svg","http://twitter.com/Apprenda","https://www.crunchbase.com/organization/apprenda",,,56000000,true,"member","Apache-2.0","Troy, New York","2018-03-26T20:50:00.000Z","The open source enterprise toolkit for deploying and operating full lifecycle Kubernetes clusters in production.","Apprenda is the leading enterprise Platform as a Service.","http://www.apprenda.com","Troy","New York","United States","http://twitter.com/Apprenda","http://www.linkedin.com/company/apprenda-inc.",,"funding",101,250,"Platform / Certified Kubernetes - Distribution","Platform",true,"https://github.com/apprenda/kismatic",668,"Kismatic Enterprise Toolkit: Fully-Automated, Production-Grade Kubernetes Operations",,"https://github.com/apprenda/kismatic/commit/30765dcd1726a818da460c0f15a67d1b249306e0",,,"2016-08-04T13:33:38Z","/apprenda/kismatic/commit/9f7fb9a362e5ea361f8f7d2dc4574b089afa2f80",18,"https://github.com/apprenda/kismatic/graphs/contributors"
"Appscode Pharmer","AppsCode","https://appscode.com/products/pharmer/","http://localhost:3000/logos/appscode-pharmer.svg","http://twitter.com/AppsCodeHQ","https://www.crunchbase.com/organization/appscode",,,,true,"member","NotOpenSource","San Leandro, California","2018-03-27T00:23:36.000Z","Kubernetes Cluster Manager for Kubeadm","The All-In-One platform for collaborative coding, testing and deployment of containerized applications.","https://appscode.com","San Leandro","California","United States","http://twitter.com/AppsCodeHQ","https://www.linkedin.com/in/tamalsaha",,,,,"Platform / Certified Kubernetes - Distribution","Platform",false,,,,,"",,,,,,
"Aqua","Aqua Security","https://www.aquasec.com/","http://localhost:3000/logos/aqua.svg","https://twitter.com/AquaSecTeam","https://www.crunchbase.com/organization/aquasecurity",,,38000000,true,"member","NotOpenSource","Ramat Gan, Israel","2018-03-27T20:24:01.000Z","Aqua Security enables enterprises to secure their virtual container environments from development to production.","Aqua Security enables enterprises to secure their virtual container environments from development to production.","https://www.aquasec.com","Ramat Gan","Tel Aviv","Israel","http://twitter.com/AquaSecTeam","https://www.linkedin.com/company/10034420",,"funding",11,50,"Provisioning / Secure Images","Provisioning",false,,,,,"",,,,,,
"Architect","JS Foundation","https://arc.codes/","http://localhost:3000/logos/architect.svg","https://twitter.com/arc_fns","https://www.crunchbase.com/organization/js-foundation",,,,true,"member","Apache-2.0","San Francisco, California","2017-10-11T15:15:29.000Z","🔑 cloud function signatures for http handlers, pubsub, scheduled functions and table triggers","JS Foundation supports some of the most important projects in the JavaScript ecosystem.","https://js.foundation","San Francisco","California","United States","https://www.twitter.com/the_jsf","https://www.linkedin.com/company/js-foundation",,,1,10,"Serverless / Tools","Serverless",true,"https://github.com/arc-repos/arc-functions",47,"🔑 cloud function signatures for http handlers, pubsub, scheduled functions and table triggers",,"https://github.com/arc-repos/arc-functions/commit/54ce8f07343167cba2e87dee9df9bc50d5b49730",,,"2017-05-03T05:21:31Z","/arc-repos/arc-functions/commit/2eca44cf4308c15b519c0f368beac7e6ab3caf03",3,"https://github.com/arc-repos/arc-functions/graphs/contributors"
"Argo","Intuit","https://applatix.com/open-source/argo/","http://localhost:3000/logos/argo.svg","https://twitter.com/applatix","https://www.crunchbase.com/organization/intuit",44371230720,"INTU",,true,"member","Unknown License","Mountain View, California","2018-02-09T06:41:38.000Z","Get stuff done with container-native workflows for Kubernetes.","Intuit offers business and financial management solutions for SMBs, financial institutions, consumers, and accounting professionals.","http://www.intuit.com","Mountain View","California","United States","http://twitter.com/INTUITINC","http://www.linkedin.com/company/intuit","INTU","market_cap",5001,10000,"App Definition and Development / CI/CD","App Definition and Development",true,"https://github.com/argoproj/argo",535,"Get stuff done with container-native workflows for Kubernetes.",,"https://github.com/argoproj/argo/commit/37680ef26585f412930694cc809d9870d655bd13","2017-11-08T19:33:08Z","https://github.com/argoproj/argo/releases","2017-10-17T21:38:48Z","/argoproj/argo/commit/3ed1dfeb073829d3c4f92b95c9a74118caaec1b4",23,"https://github.com/argoproj/argo/graphs/contributors"
"Avi Networks","Avi Networks","https://avinetworks.com/","http://localhost:3000/logos/avi-networks.png","https://twitter.com/AviNetworks","https://www.crunchbase.com/organization/avi-networks-inc",,,33000000,true,"member","NotOpenSource","Santa Clara, California","2018-03-27T18:33:53.000Z","Avi Networks is a Silicon Valley startup with proven track record in building virtualization, networking and software solutions.","Avi Networks is a Silicon Valley startup with proven track record in building virtualization, networking and software solutions.","https://www.avinetworks.com","Santa Clara","California","United States","https://twitter.com/AviNetworks","https://www.linkedin.com/company/avi-networks-inc/",,"funding",101,250,"Orchestration & Management / Service Management","Orchestration & Management",false,,,,,"",,,,,,
"AWS Chalice","Amazon Web Services","https://aws.amazon.com/blogs/developer/chalice-1-0-0-ga-release/","http://localhost:3000/logos/aws-chalice.svg","https://twitter.com/awscloud","https://www.crunchbase.com/organization/amazon-web-services",724732411904,"AMZN",,true,"member","Apache-2.0","Seattle, Washington","2018-03-28T00:19:01.000Z","Python Serverless Microframework for AWS","Amazon Web Services provides information technology infrastructure services to businesses in the form of web services.","http://aws.amazon.com","Seattle","Washington","United States","http://twitter.com/awscloud","http://www.linkedin.com/company/2382910","AMZN","market_cap",10001,1000000,"Serverless / Frameworks","Serverless",true,"https://github.com/aws/chalice",4059,"Python Serverless Microframework for AWS",,"https://github.com/aws/chalice/commit/acfa5702efd2b54537a76e0967a27010298aa65a","2018-02-27T01:19:45Z","https://github.com/aws/chalice/releases","2016-01-05T22:20:53Z","/aws/chalice/commit/245e4be029eec7ffe0e9bf0f08ccd7d2f27b63a5",49,"https://github.com/aws/chalice/graphs/contributors"
"AWS CloudFormation","Amazon Web Services","https://aws.amazon.com/cloudformation/","http://localhost:3000/logos/aws-cloud-formation.svg","https://twitter.com/awscloudformer","https://www.crunchbase.com/organization/amazon-web-services",724732411904,"AMZN",,true,"member","NotOpenSource","Seattle, Washington","2018-03-22T02:05:23.000Z","Amazon Web Services provides information technology infrastructure services to businesses in the form of web services.","Amazon Web Services provides information technology infrastructure services to businesses in the form of web services.","http://aws.amazon.com","Seattle","Washington","United States","http://twitter.com/awscloud","http://www.linkedin.com/company/2382910","AMZN","market_cap",10001,1000000,"Provisioning / Infrastructure Automation","Provisioning",false,,,,,"",,,,,,
"AWS Lambda","Amazon Web Services","https://aws.amazon.com/lambda/","http://localhost:3000/logos/aws-lambda.svg","https://twitter.com/awscloud","https://www.crunchbase.com/organization/amazon-web-services",724732411904,"AMZN",,true,"member","NotOpenSource","Seattle, Washington","2018-03-28T00:19:01.000Z","Amazon Web Services provides information technology infrastructure services to businesses in the form of web services.","Amazon Web Services provides information technology infrastructure services to businesses in the form of web services.","http://aws.amazon.com","Seattle","Washington","United States","http://twitter.com/awscloud","http://www.linkedin.com/company/2382910","AMZN","market_cap",10001,1000000,"Serverless / Platforms","Serverless",false,,,,,"",,,,,,
"Azure (ACS) Engine","Microsoft","https://github.com/Azure/acs-engine","http://localhost:3000/logos/azure-acs-engine.svg","http://twitter.com/Microsoft","https://www.crunchbase.com/organization/microsoft",688900210688,"MSFT",,true,"member","MIT","Redmond, Washington","2018-03-27T21:13:55.000Z","Azure Container Service Engine - a place for community to collaborate and build the best open Docker container infrastructure for Azure.","Microsoft is a software corporation that develops, manufactures, licenses, supports, and sells a range of software products and services.","http://www.microsoft.com","Redmond","Washington","United States","http://twitter.com/Microsoft","http://www.linkedin.com/company/microsoft","MSFT","market_cap",10001,1000000,"Platform / Certified Kubernetes - Platform","Platform",true,"https://github.com/Azure/acs-engine",712,"Azure Container Service Engine - a place for community to collaborate and build the best open Docker container infrastructure for Azure.",,"https://github.com/Azure/acs-engine/commit/00947a60402a74d5150ae5b208f069eae73ae45a",,,"2016-05-17T17:19:35Z","/Azure/acs-engine/commit/d9bb7f4bbfd1b2932f1d0319e07429eee6127dbf",132,"https://github.com/Azure/acs-engine/graphs/contributors"
"Azure Cloud","Microsoft","https://azure.microsoft.com/","http://localhost:3000/logos/azure-cloud-services.svg","https://twitter.com/Azure","https://www.crunchbase.com/organization/microsoft",688900210688,"MSFT",,true,"member","NotOpenSource","Redmond, Washington","2018-03-27T23:25:00.000Z","Microsoft is a software corporation that develops, manufactures, licenses, supports, and sells a range of software products and services.","Microsoft is a software corporation that develops, manufactures, licenses, supports, and sells a range of software products and services.","http://www.microsoft.com","Redmond","Washington","United States","http://twitter.com/Microsoft","http://www.linkedin.com/company/microsoft","MSFT","market_cap",10001,1000000,"Cloud / Public","Cloud",false,,,,,"",,,,,,
"Azure Container Service (AKS)","Microsoft","https://azure.microsoft.com/en-us/services/container-service/","http://localhost:3000/logos/azure-cloud-services.svg","http://twitter.com/Microsoft","https://www.crunchbase.com/organization/microsoft",688900210688,"MSFT",,true,"member","NotOpenSource","Redmond, Washington","2018-03-27T21:13:55.000Z","Simplify the deployment, management, and operations of Kubernetes. Use a fully managed Kubernetes container orchestration service or choose other orchestrators.","Microsoft is a software corporation that develops, manufactures, licenses, supports, and sells a range of software products and services.","http://www.microsoft.com","Redmond","Washington","United States","http://twitter.com/Microsoft","http://www.linkedin.com/company/microsoft","MSFT","market_cap",10001,1000000,"Platform / Certified Kubernetes - Platform","Platform",false,,,,,"",,,,,,
"Azure Functions","Microsoft","https://azure.microsoft.com/en-us/services/functions//","http://localhost:3000/logos/azure-functions.svg","https://twitter.com/Azure","https://www.crunchbase.com/organization/microsoft",688900210688,"MSFT",,true,"member","NotOpenSource","Redmond, Washington","2018-03-27T23:25:00.000Z","Microsoft is a software corporation that develops, manufactures, licenses, supports, and sells a range of software products and services.","Microsoft is a software corporation that develops, manufactures, licenses, supports, and sells a range of software products and services.","http://www.microsoft.com","Redmond","Washington","United States","http://twitter.com/Microsoft","http://www.linkedin.com/company/microsoft","MSFT","market_cap",10001,1000000,"Serverless / Platforms","Serverless",false,,,,,"",,,,,,
"Azure Registry","Microsoft","https://azure.microsoft.com/en-us/services/container-registry/","http://localhost:3000/logos/azure-registry.svg","https://twitter.com/azure","https://www.crunchbase.com/organization/microsoft",688900210688,"MSFT",,true,"member","NotOpenSource","Redmond, Washington","2018-03-27T23:25:00.000Z","Microsoft is a software corporation that develops, manufactures, licenses, supports, and sells a range of software products and services.","Microsoft is a software corporation that develops, manufactures, licenses, supports, and sells a range of software products and services.","http://www.microsoft.com","Redmond","Washington","United States","http://twitter.com/Microsoft","http://www.linkedin.com/company/microsoft","MSFT","market_cap",10001,1000000,"Provisioning / Container Registries","Provisioning",false,,,,,"",,,,,,
